nm_Band,Panchromatic,Coastal Blue,Blue,Green,Yellow,Red,Red Edge,NIR1,NIR2
714,0.97541601,1.0039833E-05,9.3284128E-06,8.9467625E-07,8.355041E-07,3.1539734E-05,0.98763449,3.7903892E-06,7.7059597E-07
715,0.96956268,1.2193712E-05,1.0888573E-05,9.8843865E-07,9.1393602E-07,2.719497E-05,0.98763359,3.9237201E-06,7.1391288E-07
716,0.96854639,1.437499E-05,1.2449328E-05,1.0807731E-06,9.9239652E-07,2.2969245E-05,0.9876293,4.0570915E-06,6.5720442E-07
717,0.96794845,2.4305244E-05,1.3051162E-05,1.1179787E-06,8.9457674E-07,1.8410077E-05,0.98856103,4.3038516E-06,8.1565136E-07
718,0.96855796,3.4139497E-05,1.3655194E-05,1.1553184E-06,7.9505069E-07,1.3954935E-05,0.98949059,4.5382102E-06,9.7469191E-07
719,0.96847921,6.595596E-05,1.3013781E-05,1.1258114E-06,9.9198103E-07,1.409282E-05,0.99169496,4.7567288E-06,9.369864E-07
720,0.96839702,9.7579601E-05,1.2390176E-05,1.09476E-06,1.1880358E-06,1.4230982E-05,0.99390117,4.9757446E-06,8.9690114E-07
721,0.97101465,0.0001041459,1.2039695E-05,1.103708E-06,1.1429626E-06,1.6200449E-05,0.99694819,5.5573658E-06,6.6448152E-07
722,0.97363595,0.00011073074,1.170757E-05,1.1141531E-06,1.0977548E-06,1.8053553E-05,1,6.1406438E-06,4.3138826E-07
723,0.97371124,7.6418161E-05,1.2193902E-05,1.0050291E-06,1.1272939E-06,1.5615091E-05,0.99971514,5.7932557E-06,6.7466998E-07
724,0.97500481,4.1831971E-05,1.2680262E-05,8.9588488E-07,1.1581723E-06,1.3176204E-05,0.9994266,5.4591744E-06,9.1569103E-07
725,0.97885497,3.3340577E-05,1.4856185E-05,1.0492463E-06,1.5036363E-06,1.3334009E-05,0.99927984,6.6008461E-06,1.040117E-06
726,0.97657327,2.4856987E-05,1.704367E-05,1.2034227E-06,1.8442147E-06,1.349252E-05,0.99912142,7.7620503E-06,1.1652022E-06
727,0.97008617,2.4143828E-05,2.0660978E-05,1.2651772E-06,1.4783583E-06,1.4082973E-05,0.99264959,1.0019259E-05,9.974564E-07
728,0.96360701,2.3432659E-05,2.4130042E-05,1.326714E-06,1.1163535E-06,1.479358E-05,0.98618534,1.2255594E-05,8.27942E-07
729,0.96430431,2.6643732E-05,2.7563118E-05,1.1321727E-06,1.1537853E-06,1.400121E-05,0.98651386,1.4277983E-05,7.7395382E-07
730,0.96374094,2.982897E-05,3.1026585E-05,9.343287E-07,1.1915207E-06,1.3201162E-05,0.98681319,1.6237153E-05,7.1944831E-07
731,0.95864979,3.4975814E-05,3.2199809E-05,1.077445E-06,1.0722021E-06,1.3199112E-05,0.98384094,2.1105021E-05,6.8452998E-07
732,0.9535562,4.0120891E-05,3.3176218E-05,1.2190196E-06,9.5427008E-07,1.3197007E-05,0.98086547,2.6106535E-05,6.4961975E-07
733,0.95094798,4.8372152E-05,3.2077043E-05,1.0425286E-06,1.1492967E-06,1.1782871E-05,0.9810581,3.0781114E-05,7.9076357E-07
734,0.94831829,5.6663574E-05,3.1169443E-05,8.651596E-07,1.3452725E-06,1.0374064E-05,0.98124276,3.5478415E-05,9.3026324E-07
735,0.94665388,6.6888662E-05,3.1039691E-05,8.3098148E-07,1.2827717E-06,1.057058E-05,0.97711587,4.400196E-05,8.8088681E-07
736,0.94871534,7.7157871E-05,3.1107284E-05,7.9664822E-07,1.219989E-06,1.0755428E-05,0.97296386,5.2698895E-05,8.3128858E-07
737,0.94685454,0.00012752501,3.302374E-05,8.0410367E-07,1.2803167E-06,7.6407574E-06,0.95376216,6.4586223E-05,1.039994E-06
738,0.94498519,0.00017769197,3.4932108E-05,8.1151633E-07,1.3417465E-06,4.5258056E-06,0.93461998,7.6425731E-05,1.2478613E-06
739,0.94895803,0.00029964617,4.0033624E-05,9.1886527E-07,1.1888712E-06,3.7977369E-06,0.89070633,9.1222454E-05,9.0411121E-07
740,0.95293816,0.00042265146,4.5375988E-05,1.0270923E-06,1.0360488E-06,3.0509323E-06,0.84639856,0.00010614119,5.5744318E-07
741,0.95392028,0.00036796656,5.2127823E-05,1.143243E-06,9.4658453E-07,3.55008E-06,0.7569426,0.00012763498,7.5715567E-07
742,0.95364598,0.00031331118,5.8875567E-05,1.260834E-06,8.557955E-07,4.0489266E-06,0.6675342,0.00014916116,9.5675076E-07
743,0.95587124,0.00019933921,6.3315955E-05,1.0653865E-06,1.0186664E-06,2.8021125E-06,0.56413995,0.00018146076,9.2948878E-07
744,0.95809822,8.504622E-05,6.7765208E-05,8.7105218E-07,1.1832405E-06,1.5402261E-06,0.46053325,0.00021382705,8.9981294E-07
745,0.96258254,6.525841E-05,6.5278987E-05,8.4773374E-07,1.1294087E-06,1.547435E-06,0.35976294,0.00025622932,1.0483844E-06
746,0.96580964,4.5282924E-05,6.2767203E-05,8.2416737E-07,1.0750333E-06,1.5546578E-06,0.25803592,0.00029902137,1.1983115E-06
747,0.96336554,4.2786527E-05,5.5731072E-05,9.4046192E-07,1.0765182E-06,1.4283926E-06,0.1785592,0.00037450696,1.0652626E-06
748,0.96091776,4.0011681E-05,4.8894713E-05,1.0552447E-06,1.0779998E-06,1.3021001E-06,0.099067697,0.00045000613,9.3218628E-07
749,0.95877954,4.8923262E-05,4.5090191E-05,1.0847478E-06,1.0451318E-06,1.2646943E-06,0.06482009,0.00058146789,1.0824466E-06
750,0.95663688,5.7842008E-05,4.1483804E-05,1.1127414E-06,1.0108454E-06,1.23105E-06,0.03054424,0.00071303574,1.232827E-06
751,0.95525001,0.00010231637,4.1185141E-05,1.3058353E-06,8.9229906E-07,8.5491275E-07,0.019519889,0.00094729174,1.0045082E-06
752,0.95384691,0.00014701528,4.0682169E-05,1.4983576E-06,7.7314299E-07,4.7685991E-07,0.0084394477,0.0011827279,7.7502206E-07
753,0.94691569,0.00038218575,4.3229478E-05,1.1668856E-06,8.6496759E-07,3.9597915E-07,0.0057440366,0.0016160955,9.6928897E-07
754,0.94126456,0.00061646501,4.5766199E-05,8.3821375E-07,9.5503159E-07,3.1667261E-07,0.0030589948,0.0020477548,1.1627861E-06
755,0.94096242,0.00071119495,5.0996405E-05,1.0551437E-06,8.6092675E-07,5.8104093E-07,0.0021584838,0.0028857055,8.0359887E-07
756,0.9406378,0.00080661827,5.6061521E-05,1.2736738E-06,7.6749998E-07,8.4737448E-07,0.0012511886,0.0037298643,4.4170736E-07
757,0.93727327,0.00056321179,6.1253771E-05,1.064151E-06,8.0401282E-07,1.0714252E-06,0.00090415387,0.0052102885,5.0506427E-07
758,0.9351738,0.00031889244,6.6261207E-05,8.5383913E-07,8.4065768E-07,1.2937455E-06,0.00055581837,0.0066962171,5.6624563E-07
759,0.93052473,0.00020394317,6.5389424E-05,9.707748E-07,8.034161E-07,2.1501228E-06,0.00041272453,0.0096941262,7.0539295E-07
760,0.92459635,8.9376215E-05,6.4518672E-05,1.0859548E-06,7.6623294E-07,3.0050073E-06,0.00026987454,0.012686794,8.4670054E-07
761,0.92468218,6.2205582E-05,5.8703081E-05,1.075168E-06,7.9688102E-07,3.4704773E-06,0.00020196757,0.017706636,7.3473252E-07
762,0.92476462,3.5236161E-05,5.2665911E-05,1.0627936E-06,8.2620917E-07,3.9373115E-06,0.00013385878,0.022741266,6.2243014E-07
763,0.92199382,2.5759037E-05,4.5715425E-05,1.2424981E-06,9.1186757E-07,6.0136631E-06,0.00010374673,0.032646337,7.597773E-07
764,0.92050428,1.6314174E-05,3.8767825E-05,1.422118E-06,9.9607745E-07,8.089072E-06,7.3577322E-05,0.042546896,8.9947207E-07
765,0.92168433,1.3137175E-05,3.5393741E-05,1.4103799E-06,7.8291635E-07,9.5118193E-06,5.5330904E-05,0.05885988,8.559426E-07
766,0.92673294,9.942993E-06,3.179604E-05,1.4001229E-06,5.6860334E-07,1.0954985E-05,3.6857586E-05,0.075259739,8.1459479E-07
767,0.93171815,8.7353411E-06,3.0601784E-05,1.2862819E-06,6.9390268E-07,8.5422045E-06,2.8286995E-05,0.10713924,6.9177736E-07
768,0.93541855,7.5247732E-06,2.9404574E-05,1.1721646E-06,8.1949954E-07,6.1107076E-06,1.9695815E-05,0.13909466,5.7109418E-07
769,0.93748231,6.7259445E-06,3.0826734E-05,1.4354902E-06,7.0993077E-07,6.4171789E-06,1.4667117E-05,0.19968391,5.1005448E-07
770,0.94083098,5.9563387E-06,3.2041734E-05,1.7016349E-06,6.0048102E-07,6.7103668E-06,9.5668288E-06,0.26020412,4.5150792E-07
771,0.9489936,6.0486178E-06,3.5330332E-05,2.4340628E-06,5.4419805E-07,8.0351458E-06,8.3040564E-06,0.35649108,7.6428785E-07
772,0.95850576,6.1129412E-06,3.8655819E-05,3.1592238E-06,4.8721749E-07,9.3751426E-06,7.0388685E-06,0.45389723,1.0782699E-06
773,0.95744906,5.7751008E-06,4.1406595E-05,3.7765847E-06,4.6394329E-07,8.4938425E-06,6.8305203E-06,0.5596515,1.1475546E-06
774,0.95635962,5.4111205E-06,4.3928313E-05,4.3890591E-06,4.4082745E-07,7.618926E-06,6.6234756E-06,0.66457244,1.2138228E-06
775,0.96383215,6.9557362E-06,4.4359018E-05,3.9544887E-06,5.3740044E-07,6.8502339E-06,5.2945856E-06,0.75996716,1.0313623E-06
776,0.96478624,8.5445579E-06,4.4583919E-05,3.5311633E-06,6.3493425E-07,6.0865182E-06,3.9519437E-06,0.85630141,8.445388E-07
777,0.96036045,1.0337071E-05,4.1077177E-05,2.9953298E-06,6.1678482E-07,5.2663768E-06,3.5114808E-06,0.91245577,5.9636308E-07
778,0.95592465,1.2161429E-05,3.7564358E-05,2.458576E-06,5.9860289E-07,4.444825E-06,3.0833237E-06,0.9687034,3.5022958E-07
779,0.94794794,1.5747309E-05,3.3711037E-05,1.9137753E-06,6.2701879E-07,4.9550474E-06,3.6998072E-06,0.98230681,4.795708E-07
780,0.9412968,1.9340823E-05,2.9878927E-05,1.3673197E-06,6.5525447E-07,5.4622054E-06,4.3126502E-06,0.99580539,6.0815628E-07
781,0.93586871,2.4164391E-05,2.7498046E-05,1.2001778E-06,3.8638672E-07,3.8217498E-06,3.9124861E-06,0.99790665,6.8689936E-07
782,0.92905829,2.9170206E-05,2.5097513E-05,1.0316743E-06,1.143575E-07,2.181268E-06,3.52213E-06,1,7.6872472E-07
783,0.91946086,3.6952677E-05,2.4459812E-05,9.4861514E-07,2.9262088E-07,2.2066225E-06,4.554599E-06,0.99524338,9.5617907E-07
784,0.9098672,4.4728412E-05,2.3822534E-05,8.6562157E-07,4.7116483E-07,2.2319452E-06,5.5861762E-06,0.99048609,1.1434709E-06
785,0.90300031,5.5259959E-05,2.4512882E-05,7.5480596E-07,3.9437845E-07,1.5005997E-06,5.0760177E-06,0.98890733,9.2854037E-07
786,0.90005364,6.5555567E-05,2.5206567E-05,6.4500383E-07,3.1718935E-07,7.6544142E-07,4.5631589E-06,0.98731039,7.1248442E-07
787,0.89727885,9.2500854E-05,2.8015707E-05,6.5161762E-07,4.9672734E-07,5.8230983E-07,6.6331769E-06,0.98450631,7.5680596E-07
788,0.89447784,0.00011988814,3.0840298E-05,6.5986637E-07,6.7872467E-07,3.9946957E-07,8.7147468E-06,0.98167482,8.0136755E-07
789,0.89082442,0.00018294485,3.5553836E-05,4.7290399E-07,4.9467378E-07,1.3096792E-06,8.5323115E-06,0.97731503,1.0129621E-06
790,0.88715246,0.00024623652,4.0496843E-05,2.8523941E-07,3.0993147E-07,2.2246197E-06,8.3491468E-06,0.97293358,1.225343E-06
791,0.89663201,0.00026189249,4.5235824E-05,4.5519814E-07,3.5583707E-07,1.401018E-06,9.0941614E-06,0.96767522,8.0318187E-07
792,0.90747728,0.0002775989,4.9777503E-05,6.27332E-07,4.0189243E-07,5.8672322E-07,9.8549091E-06,0.96239522,3.7711128E-07
793,0.91356783,0.00021398701,5.1582472E-05,7.4539474E-07,4.2738645E-07,7.3485048E-07,9.0100921E-06,0.9542296,0.00022779424
794,0.92094925,0.00015034903,5.3167049E-05,8.6294296E-07,4.5422521E-07,8.8233573E-07,8.1819656E-06,0.9460819,0.00045419895
795,0.92940165,0.00011618258,5.1497734E-05,7.7155311E-07,5.6111914E-07,6.0981602E-07,6.4479516E-06,0.94113891,0.00045341743
796,0.85514697,8.1982399E-05,4.982666E-05,6.800719E-07,6.6957836E-07,3.3836009E-07,4.7122239E-06,0.9361888,0.00045263404
797,0.78119719,7.3395206E-05,4.6346346E-05,9.7760373E-07,6.5232051E-07,7.1460211E-07,4.9112159E-06,0.93334272,0.00048731503
798,0.70684138,6.4761052E-05,4.3059988E-05,1.2751044E-06,6.3496282E-07,1.0928592E-06,5.1245698E-06,0.93047123,0.0005221772
799,0.63035004,9.3014546E-05,5.1157151E-05,1.1194936E-06,1.2022379E-05,7.4593642E-06,2.5888119E-06,0.92492766,0.00065087593
800,0.55386653,0.0001215584,5.9466236E-05,9.6227934E-07,2.3367131E-05,1.3792881E-05,6.7117827E-08,0.91938175,0.00077955583
801,0.46069231,0.00011909076,5.6781866E-05,1.9631879E-06,1.8692774E-05,1.4216261E-05,1.5635708E-07,0.9155394,0.00092586319
802,0.36723203,0.00011691035,5.4302872E-05,2.9736417E-06,1.3989343E-05,1.4775197E-05,2.4626946E-07,0.91168169,0.0010726107
803,0.27326038,0.00013264987,5.4340737E-05,2.2114605E-06,1.7849218E-05,1.3306949E-05,3.6162565E-07,0.90647762,0.0010195812
804,0.17915717,0.00014870665,5.4592616E-05,1.4335674E-06,2.1699667E-05,1.1876978E-05,4.7714171E-07,0.90126418,0.00096647543
805,0.085816415,0.00016050642,6.0903574E-05,9.306985E-07,1.8926766E-05,1.3405994E-05,3.1684007E-07,0.8976002,0.00097630443
806,0.072174613,0.00017264184,6.7020704E-05,4.2449855E-07,1.6292551E-05,1.4980589E-05,1.5734173E-07,0.89391976,0.00098616461
807,0.058364589,0.00018814752,7.3908061E-05,2.4912231E-07,1.9645649E-05,1.5882038E-05,2.2933613E-07,0.88604649,0.0010710735
808,0.044493887,0.00020356415,8.0756099E-05,7.5019467E-08,2.2980006E-05,1.6778188E-05,3.0093292E-07,0.87819422,0.0011554912
809,0.030865224,0.00018369841,8.2686085E-05,3.7610194E-08,1.7133462E-05,1.3727669E-05,2.5480174E-07,0.8747067,0.0011122159
810,0.017298321,0.00016372422,8.4840312E-05,1.00889E-10,1.1255396E-05,1.0606674E-05,2.0976519E-07,0.87119107,0.0010686967
811,0.015202384,0.0001426951,8.7369507E-05,1.00675E-10,1.1914598E-05,1.1547712E-05,2.6740758E-07,0.8693269,0.0010680505
812,0.013101223,0.00012177628,8.9918225E-05,1.00456E-10,1.2579221E-05,1.2510269E-05,3.2554762E-07,0.86741979,0.001067366
813,0.010919233,0.00011191485,9.5523461E-05,9.9707E-11,1.5348538E-05,1.2328923E-05,2.7465498E-07,0.85868842,0.0011143971
814,0.0087481765,0.00010210143,0.00010088227,9.8795E-11,1.813305E-05,1.2134685E-05,2.2266738E-07,0.84998249,0.0011611622
815,0.0065998064,9.2797589E-05,9.498434E-05,9.8223E-11,1.8860759E-05,1.0812141E-05,1.6720096E-07,0.84428385,0.0010955178
816,0.0057006748,8.380562E-05,8.8880278E-05,9.7651E-11,1.973554E-05,9.4781784E-06,1.1290236E-07,0.83858918,0.0010299742
817,0.0048097005,8.1107971E-05,8.3351469E-05,9.7654E-11,1.9951372E-05,8.2893155E-06,1.4464832E-07,0.83720157,0.0010972202
818,0.003926225,7.8390575E-05,7.7566984E-05,9.7656E-11,2.0018922E-05,7.1058476E-06,1.7633596E-07,0.83578976,0.0011649034
819,0.0030258474,7.572428E-05,6.7457093E-05,9.7747E-11,1.9805321E-05,7.9841793E-06,1.9480748E-07,0.83692046,0.0011298525
820,0.0021313448,7.3032682E-05,5.7039237E-05,9.7836E-11,1.9438598E-05,8.8835998E-06,2.1343294E-07,0.83803613,0.0010944676
821,0.001890584,6.4511163E-05,5.3295785E-05,2.1504273E-08,1.2672801E-05,8.3642458E-06,1.7163279E-07,0.84030568,0.0010987003
822,0.001661908,5.5927245E-05,4.9524425E-05,4.3162352E-08,5.8126974E-06,7.8410006E-06,1.2897823E-07,0.84257482,0.0011029416
823,0.001409394,6.91428E-05,5.2266136E-05,2.1531863E-08,1.3960995E-05,1.0223819E-05,1.2923345E-07,0.83980292,0.001075298
824,0.0011662808,8.1993972E-05,5.49943E-05,9.7587E-11,2.2056613E-05,1.2595533E-05,1.2948504E-07,0.83702775,0.0010477604
825,0.00092222675,7.1596389E-05,5.0971805E-05,3.4917397E-08,1.8251623E-05,7.8755378E-06,9.7101063E-08,0.83565718,0.0010415693
826,0.00084108623,6.1230104E-05,4.6742728E-05,6.9560513E-08,1.4307571E-05,3.183756E-06,6.4952751E-08,0.83428126,0.0010353828
827,0.00076121595,6.6463819E-05,4.4192167E-05,4.3565599E-07,1.2459941E-05,3.9173312E-06,2.2050755E-07,0.83397461,0.0011052553
828,0.00068246581,7.2016584E-05,4.1633266E-05,8.0275383E-07,1.0606351E-05,4.6394691E-06,3.7587297E-07,0.83366349,0.0011753467
829,0.00060627323,7.0802688E-05,4.9062091E-05,2.9395415E-06,9.9353391E-06,7.6922671E-06,2.8224542E-07,0.83812137,0.0011514522
830,0.00052869558,6.986667E-05,5.6612095E-05,5.1160046E-06,9.2669077E-06,1.0782457E-05,1.8697518E-07,0.84254829,0.0011269976
831,0.00051231975,7.2195102E-05,6.0066864E-05,4.9036296E-06,1.144332E-05,7.2542089E-06,2.2841188E-07,0.83766548,0.0011391444
832,0.00049739452,7.4513872E-05,6.3730023E-05,4.7088499E-06,1.362681E-05,3.7249886E-06,2.6969169E-07,0.83278884,0.0011512301
833,0.00048204931,6.9611035E-05,6.439936E-05,3.6119838E-06,1.3413116E-05,5.3017428E-06,1.9185198E-07,0.82876569,0.0011899166
834,0.0004667013,6.5014207E-05,6.5068583E-05,2.531882E-06,1.3214677E-05,6.8646806E-06,1.1330915E-07,0.82473985,0.0012286008
835,0.00044966212,5.9274155E-05,6.3500458E-05,1.7825811E-06,1.0633341E-05,6.9783088E-06,1.6483354E-07,0.81860353,0.0011509375
836,0.00043966628,5.387869E-05,6.1941455E-05,1.0354092E-06,8.0707077E-06,7.0908214E-06,2.1527983E-07,0.81248053,0.0010738043
837,0.00043444877,4.9667587E-05,6.3719339E-05,6.8174067E-07,1.0241357E-05,6.7233839E-06,1.1870005E-07,0.81539486,0.0011615931
838,0.00042911755,4.5082621E-05,6.5293578E-05,3.2291609E-07,1.2442372E-05,6.3500561E-06,2.0718246E-08,0.81827885,0.0012505411
839,0.00041905307,4.829224E-05,6.7046407E-05,2.9627536E-07,1.2194712E-05,6.2695812E-06,1.8128256E-07,0.81248944,0.0013028266
840,0.00040904875,5.1168629E-05,6.8560994E-05,2.6814162E-07,1.1948453E-05,6.2034051E-06,3.403207E-07,0.80671062,0.0013546559
841,0.00040996226,4.576068E-05,6.5380001E-05,2.4676215E-07,9.1704476E-06,5.9083045E-06,3.3361278E-07,0.81074675,0.0013296242
842,0.00040941088,4.0559268E-05,6.2131347E-05,2.2495614E-07,6.3403686E-06,5.6069499E-06,3.2673354E-07,0.81473791,0.0013039433
843,0.0004048531,3.697075E-05,7.019355E-05,5.4548369E-07,8.9042332E-06,7.2229569E-06,2.4507303E-07,0.80678172,0.0012964074
844,0.00039890456,3.3720105E-05,7.8184232E-05,8.6327701E-07,1.1446006E-05,8.8390359E-06,1.6409043E-07,0.79885349,0.001288872
845,0.00039644544,2.8734586E-05,7.8031064E-05,7.7203139E-07,1.1982074E-05,8.4244387E-06,2.0635228E-07,0.79416124,0.0014918107
846,0.00040527788,2.358498E-05,7.8101869E-05,6.8061819E-07,1.2534564E-05,8.0090688E-06,2.4869045E-07,0.78945864,0.0016951148
847,0.00041526369,2.669068E-05,7.8345353E-05,4.0096286E-07,1.2615005E-05,7.2353024E-06,3.2604643E-07,0.78307719,0.0020523147
848,0.00042525338,2.9766815E-05,7.8588772E-05,1.2236581E-07,1.2710939E-05,6.4752516E-06,4.0484483E-07,0.77669083,0.0024096855
849,0.0004358728,3.602856E-05,7.6696336E-05,1.2992188E-07,1.490341E-05,4.5925628E-06,4.2101259E-07,0.7720116,0.0033674379
850,0.00044652592,4.2311156E-05,7.4797209E-05,1.3750273E-07,1.7087637E-05,2.7035361E-06,4.3864315E-07,0.76731323,0.004328389
851,0.00042814529,3.5973806E-05,6.6249368E-05,1.7239695E-07,1.4865276E-05,4.7690067E-06,2.5025536E-07,0.75911179,0.0063775717
852,0.00041127743,2.9490373E-05,5.7977966E-05,2.0757331E-07,1.2625789E-05,6.8351962E-06,6.3904539E-08,0.75093941,0.0084134639
853,0.00039534425,2.7362638E-05,5.3407904E-05,4.4175026E-06,1.0150196E-05,6.1752451E-06,2.669229E-07,0.74826375,0.012753672
854,0.00037932918,2.5224197E-05,4.9039851E-05,8.6344065E-06,7.6468326E-06,5.5119943E-06,4.7178172E-07,0.74556817,0.017115098
855,0.00036125722,2.7626208E-05,4.4855711E-05,8.6085023E-06,6.7114985E-06,6.3409126E-06,8.0172885E-07,0.73927115,0.030595678
856,0.0003460976,3.0013014E-05,4.0471867E-05,8.5825138E-06,5.7815987E-06,7.1646725E-06,1.1310705E-06,0.73299138,0.043994385
857,0.00033569371,3.0875028E-05,3.9110061E-05,6.0139374E-06,7.6536024E-06,6.7608429E-06,8.8455748E-07,0.73683187,0.086261884
858,0.00032498655,3.1875587E-05,3.748107E-05,3.3872809E-06,9.5810637E-06,6.3322525E-06,6.3383397E-07,0.74059623,0.12944465
859,0.00031154943,3.1972342E-05,3.4843998E-05,2.5438161E-06,9.2624105E-06,5.7033639E-06,1.2471188E-06,0.73738553,0.22131793
860,0.0002980263,3.2069236E-05,3.2420348E-05,1.6951915E-06,8.9258373E-06,5.0561285E-06,1.8713092E-06,0.73414497,0.31374624
861,0.00029960437,3.0190343E-05,3.0218293E-05,9.5002954E-07,8.1607215E-06,6.2134277E-06,2.4077364E-06,0.72490014,0.42136493
862,0.00029971918,2.8452245E-05,2.8033966E-05,2.1307525E-07,7.3861702E-06,7.3602753E-06,2.9393433E-06,0.71569903,0.52801976
863,0.00030253599,2.2468426E-05,2.4838895E-05,1.5311104E-07,6.2536109E-06,6.8292915E-06,4.9503841E-06,0.70796754,0.6157483
864,0.00030535087,1.6486585E-05,2.1508134E-05,9.3166867E-08,5.1214196E-06,6.3127827E-06,6.9607209E-06,0.70023647,0.70344488
865,0.000308537,1.5504916E-05,2.0187409E-05,1.1442436E-07,4.4396936E-06,9.1561582E-06,8.779297E-06,0.69714121,0.78926944
866,0.00030159299,1.4511176E-05,1.8850479E-05,1.3591872E-07,3.7499296E-06,1.204603E-05,1.0618192E-05,0.69397258,0.87603246
867,0.00029086525,1.6038621E-05,2.0882996E-05,1.207907E-06,5.5503072E-06,1.1227408E-05,1.1014684E-05,0.68495691,0.92644283
868,0.00028161993,1.7559753E-05,2.2907121E-05,2.2679412E-06,7.3276205E-06,1.0397447E-05,1.1395065E-05,0.6759667,0.97663886
869,0.00027081554,1.6345046E-05,2.2184554E-05,1.7575058E-06,6.1091375E-06,8.5296875E-06,1.1408897E-05,0.66728603,0.98191541
870,0.00026149747,1.5167746E-05,2.1442375E-05,1.2583277E-06,4.8967699E-06,6.6569727E-06,1.1422409E-05,0.65863537,0.98714358
871,0.00025888939,1.5871248E-05,2.1860139E-05,1.4413678E-06,5.1669233E-06,7.6253157E-06,9.7999343E-06,0.65652607,0.99004103
872,0.00025622742,1.6614839E-05,2.2258669E-05,1.6267257E-06,5.4402707E-06,8.6204574E-06,8.1407437E-06,0.65433981,0.99290296
873,0.00025098074,1.7957805E-05,2.4901713E-05,1.6946515E-06,6.1843931E-06,7.1707102E-06,7.1596336E-06,0.6452213,0.99045175
874,0.00024576192,1.9322478E-05,2.7571354E-05,1.7637892E-06,6.9230951E-06,5.7308476E-06,6.1851318E-06,0.63614388,0.98798286
875,0.00024226621,1.8275452E-05,2.6975743E-05,9.8310269E-07,6.0092652E-06,4.1429061E-06,4.719967E-06,0.63247065,0.9933626
876,0.0002547547,1.7220778E-05,2.6375468E-05,1.9695265E-07,5.0729954E-06,2.5292752E-06,3.2444942E-06,0.62875987,0.9987611
877,0.00026799871,1.6590601E-05,3.2176653E-05,1.8826011E-07,4.948001E-06,3.7232101E-06,3.9128526E-06,0.62286138,0.9993812
878,0.00028125627,1.5991705E-05,3.7983933E-05,1.7779761E-07,4.838834E-06,4.918405E-06,4.5964125E-06,0.61695541,1
879,0.00029339457,1.617809E-05,3.6654246E-05,5.9421768E-06,3.375139E-06,6.7483826E-06,7.508642E-06,0.61304562,0.99835055
880,0.00030703349,1.633293E-05,3.5087675E-05,1.1709535E-05,1.922653E-06,8.5989306E-06,1.041584E-05,0.60912042,0.99669148
881,0.00030122673,2.0796065E-05,3.3000903E-05,1.0439349E-05,3.0926929E-06,7.5196255E-06,9.5443195E-06,0.60460279,0.99096196
882,0.00029688016,2.5260371E-05,3.0913484E-05,9.1511262E-06,4.247019E-06,6.440008E-06,8.6870896E-06,0.60008253,0.9852286
883,0.00029313331,1.7016519E-05,3.0748242E-05,9.8085451E-06,3.5977948E-06,6.000421E-06,8.2102883E-06,0.5979007,0.98142598
884,0.00028789906,8.7686543E-06,3.0348604E-05,1.0451031E-05,2.929603E-06,5.5441972E-06,7.7313386E-06,0.595705,0.97759964
885,0.00028370306,1.680832E-05,2.9670278E-05,1.1240097E-05,3.608344E-06,7.2362959E-06,7.6054496E-06,0.59091369,0.97085575
886,0.0002750871,2.485989E-05,2.8990886E-05,1.2030313E-05,4.2880857E-06,8.9308931E-06,7.464722E-06,0.5861141,0.96409993
887,0.00026604396,1.7097419E-05,2.8266458E-05,1.0102916E-05,3.3664667E-06,7.0743177E-06,7.4440186E-06,0.5727696,0.95627089
888,0.00025701407,9.3475265E-06,2.7776466E-05,8.1786086E-06,2.4463333E-06,5.2060686E-06,7.4233066E-06,0.55944363,0.94844917
889,0.00024796987,9.6286026E-06,2.4718907E-05,8.5963404E-06,2.862104E-06,4.5418898E-06,8.1609151E-06,0.53325507,0.9407302
890,0.00023747516,9.9090897E-06,2.1503842E-05,9.0309411E-06,3.2770763E-06,3.8789282E-06,8.9116727E-06,0.50711225,0.93301969
891,0.00024236118,9.8323837E-06,2.2340981E-05,9.0491742E-06,3.0422446E-06,4.9134508E-06,9.9527036E-06,0.46745757,0.92867725
892,0.00024579364,9.7230052E-06,2.3157973E-05,9.0852046E-06,2.8064455E-06,5.9374261E-06,1.1012523E-05,0.42763983,0.92431156
893,0.00025086696,9.4246971E-06,2.0990789E-05,7.8969235E-06,3.1857668E-06,5.0099819E-06,1.2495077E-05,0.37795755,0.92043982
894,0.00025596437,9.124721E-06,1.8788468E-05,6.7023072E-06,3.5508369E-06,4.0628313E-06,1.3985302E-05,0.3280099,0.9165381
895,0.00025899682,9.2247496E-06,1.92407E-05,7.6874887E-06,3.1139441E-06,4.8028877E-06,1.5314561E-05,0.27517437,0.91092194
896,0.00026351086,9.3248159E-06,1.9693148E-05,8.6553278E-06,2.6605753E-06,5.5581344E-06,1.6791836E-05,0.22230846,0.90530077
897,0.00026840058,1.376655E-05,1.8264919E-05,7.3800914E-06,3.9975433E-06,5.1972628E-06,1.8295378E-05,0.17926259,0.9016168
898,0.00027182016,1.81905E-05,1.6831828E-05,6.1184948E-06,5.3226942E-06,4.8351601E-06,1.9803876E-05,0.13607176,0.89791656
899,0.0002771381,1.8574258E-05,1.7665799E-05,6.8935306E-06,4.6208611E-06,5.2668292E-06,1.8531396E-05,0.10503591,0.89503012
